storenumber,storename,address,addressline2,addressline3,city,state,zipcode,phonenumber,storehours,wireless,latitude,longitude,group,faxnumber,drivethru
74061586,"Bridgehampton Village","2488 Montauk Hwy","","","Bridgehampton","NY","11932","6315375851","Mon: 05:30:00-21:00:00 Tue: 05:30:00-21:00:00 Wed: 05:30:00-21:00:00 Thu: 05:30:00-21:00:00 Fri: 05:30:00-21:00:00 Sat: 05:30:00-21:00:00 Sun: 05:30:00-21:00:00","Wireless Hotspot",40.9376,-72.30177,0,"",""
74071674,"92nd & 3rd","1642 Third Avenue","","","New York","NY","10128-3618","(212) 360-0425","Mon: 06:00:00-23:00:00 Tue: 06:00:00-23:00:00 Wed: 06:00:00-23:00:00 Thu: 06:00:00-23:00:00 Fri: 06:00:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:00:00-22:00:00","Wireless Hotspot",40.78263,-73.95143,0,"",""
74111582,"Smithtown","1 Miller Place","","","Smithtown","NY","11787-3629","631-265-1960","Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 07:00:00-22:00:00","Wireless Hotspot",40.85562,-73.19143,0,"",""
74131713,"Lynbrook","659 Sunrise Highway","","","Lynbrook","NY","11563-3246","(516) 599-4809","Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 07:00:00-22:00:00","Wireless Hotspot",40.65517,-73.67593,0,"",""
74141761,"47th & 9th","682 9th Avenue","","","New York","NY","10036-3603","212-397-2288","Mon: 06:00:00-23:00:00 Tue: 06:00:00-23:00:00 Wed: 06:00:00-23:00:00 Thu: 06:00:00-23:00:00 Fri: 06:00:00-23:00:00 Sat: 07:00:00-23:00:00 Sun: 07:00:00-22:00:00","Wireless Hotspot",40.76162,-73.99004,0,"",""
7416834,"55 Broad Street","55 Broad Street","","","New York","NY","10004-2501","(212) 742-2490","Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 07:00:00-21:00:00 Sun: 07:00:00-21:00:00","Wireless Hotspot",40.70529,-74.01105,0,"",""
74201902,"261 5th Avenue","261 Fifth Avenue","","","New York","NY","10016-7701","212-779-1557","Mon: 06:00:00-20:30:00 Tue: 06:00:00-20:30:00 Wed: 06:00:00-20:30:00 Thu: 06:00:00-20:30:00 Fri: 06:00:00-20:30:00 Sat: 07:00:00-20:00:00 Sun: 07:00:00-20:00:00","Wireless Hotspot",40.74507,-73.98686,0,"",""
74251903,"Long Beach","101 West Park Avenue","","","Long Beach","NY","11561-3322","516-670-9181","Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:30:00-22:00:00 Sun: 07:00:00-22:00:00","Wireless Hotspot",40.58878,-73.66714,0,"",""
7.426e+09,"575 Fifth Avenue (Relocation)","575 Fifth Avenue","","","New York","NY","10017-2422","212-490-3189","Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-22:00:00 Sat: 07:00:00-22:00:00 Sun: 07:00:00-21:00:00","Wireless Hotspot",40.75636,-73.97813,0,"",""
74261984,"575 Fifth Avenue","575 Fifth Avenue","","","New York","NY","10017-2422","212-490-3189","Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-22:00:00 Sat: 07:00:00-22:00:00 Sun: 07:00:00-21:00:00","Wireless Hotspot",40.75643,-73.97838,0,"",""
74271917,"29th & Park-Park Ave. South","424 Park Avenue South","","","New York","NY","10016-8022","212-725-0637","Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-22:00:00 Sat: 06:30:00-22:00:00 Sun: 06:30:00-22:00:00","Wireless Hotspot",40.74426,-73.98375,0,"",""
7429802,"Suffern/Airmont","215 Route 59","Airmont Village Square","","Suffern","NY","10901-5203","845-369-6959","Mon: 05:30:00-22:30:00 Tue: 05:30:00-22:30:00 Wed: 05:30:00-22:30:00 Thu: 05:30:00-22:30:00 Fri: 05:30:00-22:30:00 Sat: 06:30:00-23:00:00 Sun: 06:30:00-21:30:00","Wireless Hotspot",41.11216,-74.11275,0,"",""
7431999,"Hartsdale Train Station","223 E Hartsdale Ave","Metro North Hartsdale Station","","Hartsdale","NY","10530-3502","914-722-2720","Mon: 05:00:00-19:00:00 Tue: 05:00:00-19:00:00 Wed: 05:00:00-19:00:00 Thu: 05:00:00-19:00:00 Fri: 05:00:00-19:00:00 Sat: 06:30:00-19:00:00 Sun: 06:30:00-19:00:00","Wireless Hotspot",41.0124,-73.79612,0,"",""
74322586,"East Setauket","246 Route 25-A","","","Setauket","NY","11733-2885","631-941-0446","Mon: 05:30:00-22:30:00 Tue: 05:30:00-22:30:00 Wed: 05:30:00-22:30:00 Thu: 05:30:00-22:30:00 Fri: 05:30:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 06:30:00-22:00:00","Wireless Hotspot",40.94058,-73.10832,0,"",""
74411994,"Park Slope;164 7th Avenue, Brooklyn","166 7th Avenue","","","Brooklyn","NY","11215-2222","718-369-3098","Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 06:30:00-23:00:00 Sun: 06:30:00-23:00:00","Wireless Hotspot",40.67198,-73.97746,0,"",""
74433688,"Rockefeller Center Concourse","30 Rockefeller Plaza","","Space A","New York","NY","10112-0015","212-586-0911","Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-22:00:00","Wireless Hotspot",40.75876,-73.97869,0,"",""
74443689,"Rockefeller Center Subway","30 Rockefeller Plaza","","","New York","NY","10112-0015","(212) 397-7950","Mon: 06:00:00-20:00:00 Tue: 06:00:00-20:00:00 Wed: 06:00:00-20:00:00 Thu: 06:00:00-20:00:00 Fri: 06:00:00-20:00:00 Sat: 08:00:00-20:00:00 Sun: 08:00:00-20:00:00","Wireless Hotspot",40.75876,-73.97869,0,"",""
74462301,"450 7th Avenue","450 7th Avenue","","","New York","NY","10017","212-279-1122","Mon: 06:00:00-21:30:00 Tue: 06:00:00-21:30:00 Wed: 06:00:00-21:30:00 Thu: 06:00:00-21:30:00 Fri: 06:00:00-22:00:00 Sat: 07:30:00-21:00:00 Sun: 07:30:00-20:00:00","Wireless Hotspot",40.75136,-73.99043,0,"",""
74476426,"Sayville","59 Main Street","","","Sayville","NY","11782-2501","631-244-8983","Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 06:00:00-22:00:00","Wireless Hotspot",40.73568,-73.08337,0,"",""
74486486,"235 Delaware Ave","235 Delaware Ave","","","Buffalo","NY","14202-2008","716-853-2356","Mon: 05:00:00-21:00:00 Tue: 05:00:00-21:00:00 Wed: 05:00:00-21:00:00 Thu: 05:00:00-21:00:00 Fri: 05:00:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:00:00-21:00:00","Wireless Hotspot",42.89082,-78.87624,0,"",""
74496007,"Nyack","80 Main Street","","","Nyack","NY","10960-3131","845-353-4069","Mon: 05:30:00-21:30:00 Tue: 05:30:00-21:30:00 Wed: 05:30:00-21:30:00 Thu: 05:30:00-21:30:00 Fri: 05:30:00-22:30:00 Sat: 06:30:00-22:30:00 Sun: 07:00:00-21:30:00","Wireless Hotspot",41.09112,-73.91848,0,"",""
74556446,"Deer Park, Rt. 231","1932 Deer Park Avenue","","","Deer Park","NY","11729-3333","631-243-3881","Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-00:00:00 Sat: 06:30:00-00:00:00 Sun: 07:00:00-22:30:00","Wireless Hotspot",40.76311,-73.33008,0,"",""
74563949,"125th Street and Lenox","77-83 West 125th Street","85 West 125th Street","","New York","NY","10027-4512","917-492-2454","Mon: 06:00:00-22:30:00 Tue: 06:00:00-22:30:00 Wed: 06:00:00-22:30:00 Thu: 06:00:00-22:30:00 Fri: 06:00:00-23:00:00 Sat: 07:00:00-23:00:00 Sun: 07:00:00-22:00:00","Wireless Hotspot",40.80781,-73.94511,0,"",""
74627587,"545 Fifth Ave.","545 Fifth Ave.","","","New York","NY","10017-3609","(212) 687-1026","Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-22:00:00","Wireless Hotspot",40.75517,-73.97941,0,"",""
74636647,"41st and Broadway","1460 Broadway","","","New York","NY","10036-7306","(212) 869-0191","Mon: 05:30:00-00:00:00 Tue: 05:30:00-00:00:00 Wed: 05:30:00-00:00:00 Thu: 05:30:00-00:00:00 Fri: 05:30:00-01:00:00 Sat: 07:00:00-01:00:00 Sun: 07:00:00-00:00:00","Wireless Hotspot",40.75504,-73.98641,0,"",""
74646466,"55 Northern Blvd","55 Northern Boulevard","","","Great Neck","NY","11021-4027","516-498-9585","Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:00:00-22:00:00","Wireless Hotspot",40.77427,-73.73295,0,"",""
74656649,"2 Columbus Ave.","2 Columbus Avenue","","","New York","NY","10023-6924","(212) 489-6757","Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:00:00-22:00:00","Wireless Hotspot",40.76931,-73.9849,0,"",""
74666651,"Chambers and West Broadway","125 Chambers Street","","","New York","NY","10007-1331","212-791-6368","Mon: 05:30:00-22:30:00 Tue: 05:30:00-22:30:00 Wed: 05:30:00-22:30:00 Thu: 05:30:00-22:30:00 Fri: 05:30:00-22:30:00 Sat: 06:00:00-22:00:00 Sun: 07:00:00-21:30:00","Wireless Hotspot",40.71552,-74.00915,0,"",""
74688466,"39th and 8th","600 Eighth Ave.","","","New York","NY","10018-3000","212 9977341","Mon: 05:30:00-00:00:00 Tue: 05:30:00-00:00:00 Wed: 05:30:00-00:00:00 Thu: 05:30:00-00:00:00 Fri: 05:30:00-00:00:00 Sat: 06:30:00-00:00:00 Sun: 06:30:00-22:00:00","Wireless Hotspot",40.75533,-73.99091,0,"",""
74708467,"35th and 8th","494 Eighth Ave.","","","New York","NY","10001-2519","(212) 947-3860","Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:30:00 Sat: 06:30:00-23:30:00 Sun: 06:30:00-22:00:00","Wireless Hotspot",40.75263,-73.9929,0,"",""
74747588,"93rd and Broadway","2498 Broadway","","","New York","NY","10025-7428","917-441-1643","Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 06:00:00-23:00:00","Wireless Hotspot",40.79252,-73.97303,0,"",""
74866847,"Hamburg","3540 McKinley Parkway","","","Blasdell","NY","14219-2600","716-828-9005","Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 06:00:00-22:00:00","Wireless Hotspot",42.78851,-78.81207,0,"",""
74928546,"Howard Beach","157-41 Cross Bay Blvd.","","","Howard Beach","NY","11414-2748","718-641-9332","Mon: 06:30:00-22:00:00 Tue: 06:30:00-22:00:00 Wed: 06:30:00-22:00:00 Thu: 06:30:00-22:00:00 Fri: 06:30:00-00:00:00 Sat: 07:00:00-00:00:00 Sun: 07:00:00-23:00:00","Wireless Hotspot",40.66143,-73.84016,0,"",""
74936648,"100 Williams Street","100 William Street","","","New York","NY","10038-4512","212-509-9709","Mon: 06:00:00-20:00:00 Tue: 06:00:00-20:00:00 Wed: 06:00:00-20:00:00 Thu: 06:00:00-20:00:00 Fri: 06:00:00-20:00:00 Sat: 07:00:00-19:30:00 Sun: 07:00:00-19:00:00","Wireless Hotspot",40.70846,-74.00753,0,"",""
74948547,"Rockville Center","21 North Park Ave","","","Rockville Center","NY","11570-5224","516-536-5318","Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 07:00:00-21:00:00","Wireless Hotspot",40.65691,-73.64505,0,"",""
74978627,"Broadway and Bond","665 Broadway","","","New York","NY","10012-2300","917-534-0799","Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-23:00:00 Sat: 07:00:00-23:00:00 Sun: 07:00:00-21:30:00","Wireless Hotspot",40.72719,-73.99546,0,"",""
74996006,"New Paltz","1 Plattekill Avenue","","","New Paltz","NY","12561-1918","845-256-9815","Mon: 06:00:00-21:30:00 Tue: 06:00:00-21:30:00 Wed: 06:00:00-21:30:00 Thu: 06:00:00-21:30:00 Fri: 06:00:00-21:30:00 Sat: 06:30:00-21:30:00 Sun: 06:30:00-21:30:00","Wireless Hotspot",41.74797,-74.08521,0,"",""
75019812,"52nd Street and 8th Ave","871 8th Avenue","","","New York","NY","10019-5761","212-246-7699","Mon: 05:30:00-22:30:00 Tue: 05:30:00-22:30:00 Wed: 05:30:00-22:30:00 Thu: 05:30:00-22:30:00 Fri: 05:30:00-22:30:00 Sat: 07:00:00-00:00:00 Sun: 07:00:00-22:00:00","Wireless Hotspot",40.7637,-73.98529,0,"",""
75037287,"Bohemia","4577 Sunrise Highway","","","Oakdale","NY","11716-4605","631-218-3179","Mon: 04:30:00-23:00:00 Tue: 04:30:00-23:00:00 Wed: 04:30:00-23:00:00 Thu: 04:30:00-23:00:00 Fri: 04:30:00-23:00:00 Sat: 04:30:00-23:00:00 Sun: 05:30:00-23:00:00","Wireless Hotspot",40.75481,-73.11612,0,"",""
75047590,"Yorktown","1932 Commerce Street","","","Yorktown Heights","NY","10598-4410","914-243-5997","Mon: 06:00:00-21:30:00 Tue: 06:00:00-21:30:00 Wed: 06:00:00-21:30:00 Thu: 06:00:00-21:30:00 Fri: 06:00:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-21:30:00","Wireless Hotspot",41.27483,-73.78046,0,"",""
75066650,"150 E. 42nd Street","150 E. 42nd Street","","","New York","NY","10017-5612","212-949-4122","Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:30:00-22:00:00 Sun: 06:30:00-21:00:00","Wireless Hotspot",40.75087,-73.97528,0,"",""
7.507e+08,"33rd Street and 5th Avenue (Old Ban","334 Fifth Ave.","","","New York","NY","10001-3105","212-279-2960","Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-00:00:00 Sat: 05:30:00-00:00:00 Sun: 05:30:00-23:00:00","Wireless Hotspot",40.74776,-73.98531,0,"",""
75099876,"Westbury II","1149 Old Country Road","","","Westbury","NY","11590-5600","516-338-8711","Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 06:30:00-23:00:00 Sun: 07:00:00-22:00:00","Wireless Hotspot",40.7564,-73.55266,0,"",""
7.511e+08,"525 Seventh Avenue (New World)","525 7th Avenue","","","New York","NY","10018","212-869-5273","Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-22:00:00 Sat: 08:00:00-21:00:00 Sun: 08:00:00-21:00:00","Wireless Hotspot",40.75365,-73.98843,0,"",""
7.518e+08,"Central Valley/Woodbury Common","400 Evergreen Ct","Woodbury Common Premium Outlet","Route 22","Central Valley","NY","10917-6700","845-928-4744","Mon: 07:00:00-22:00:00 Tue: 07:00:00-22:00:00 Wed: 07:00:00-22:00:00 Thu: 07:00:00-22:00:00 Fri: 07:00:00-22:00:00 Sat: 07:00:00-22:00:00 Sun: 07:00:00-22:00:00","Wireless Hotspot",41.31634,-74.12603,0,"",""
7.519e+09,"New York University","79 Washington Square","","","New York","NY","10003-6617","212-995-3443","Mon: 07:00:00-00:00:00 Tue: 07:00:00-00:00:00 Wed: 07:00:00-00:00:00 Thu: 07:00:00-00:00:00 Fri: 07:00:00-21:00:00 Sat: 08:00:00-23:00:00 Sun: 08:00:00-23:00:00","Wireless Hotspot",40.72966,-73.99618,0,"",""
75203047,"Mamaroneck","1030 West Boston Post Rd","","","Mamaroneck","NY","10543-3328","914-698-4818","Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-21:00:00","Wireless Hotspot",40.93999,-73.74397,0,"",""
7.525e+08,"135 E 57 Street (New World)","135 East 57th Street","","","New York","NY","10022-2050","212-935-1866","Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-22:00:00 Sat: 07:00:00-22:00:00 Sun: 07:00:00-21:00:00","",40.76114,-73.96918,0,"",""
7.527e+09,"Javits Convention Ctr Taxi Nor","655 W 34th St","","","New York","NY","10001-1114","212-216-2426","Mon: - Tue: - Wed: - Thu: - Fri: - Sat: - Sun: -","",40.75678,-74.00343,0,"",""
7.528e+08,"Selden","1251 Middle Country Road","","","Selden","NY","11784-2523","631-696-4762","Mon: 05:30:00-00:00:00 Tue: 05:30:00-00:00:00 Wed: 05:30:00-00:00:00 Thu: 05:30:00-00:00:00 Fri: 05:30:00-00:00:00 Sat: 05:30:00-00:00:00 Sun: 05:30:00-00:00:00","Wireless Hotspot",40.86302,-73.05505,0,"",""
7.532e+08,"Syracuse University","177 Marshall Street","","","Syracuse","NY","13210-1716","315-474-2863","Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 06:00:00-22:00:00","Wireless Hotspot",43.04172,-76.13458,0,"",""
7.534e+08,"B'way & 114 Street (New World)","2929 Broadway","","","New York","NY","10025-7819","212-932-0300","Mon: 06:00:00-02:00:00 Tue: 06:00:00-02:00:00 Wed: 06:00:00-02:00:00 Thu: 06:00:00-02:00:00 Fri: 06:00:00-02:00:00 Sat: 06:00:00-02:00:00 Sun: 06:00:00-02:00:00","Wireless Hotspot",40.80711,-73.96491,0,"",""
7.535e+10,"SUNY/Fredonia-Cranston Hall","Old Main Drive","","SUNY Fredonia - University Commons","Fredonia","NY","14063-0286","716-673-3417","Mon: 07:00:00-23:00:00 Tue: 07:00:00-23:00:00 Wed: 07:00:00-23:00:00 Thu: 07:00:00-23:00:00 Fri: 07:00:00-01:00:00 Sat: 09:00:00-01:00:00 Sun: 09:00:00-23:00:00","Wireless Hotspot",42.44868,-79.33924,0,"",""
75368567,"36th and Madison","200 Madison Avenue","","","New York","NY","10016-3903","212-684-6873","Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 07:00:00-22:00:00 Sun: 07:00:00-21:00:00","Wireless Hotspot",40.74892,-73.98268,0,"",""
7.539e+08,"Flushing - Main Street","41-02 Main Street","","","Flushing","NY","11355-3133","718-358-9355","Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-00:00:00 Sat: 05:30:00-00:00:00 Sun: 06:30:00-23:00:00","Wireless Hotspot",40.75809,-73.82954,0,"",""
7.539e+10,"College St. Rose","420 Western Ave","","","Albany","NY","12203-1400","518-485-3946","Mon: 07:00:00-19:00:00 Tue: 07:00:00-19:00:00 Wed: 07:00:00-19:00:00 Thu: 07:00:00-19:00:00 Fri: 07:00:00-19:00:00 Sat: 00:00:00-00:00:00 Sun: 00:00:00-00:00:00","Wireless Hotspot",42.66413,-73.78549,0,"",""
7.540e+08,"17th and Broadway (41 Union Square","41 Union Square West","","","New York","NY","10003-3236","646-336-6945","Mon: 05:30:00-00:00:00 Tue: 05:30:00-00:00:00 Wed: 05:30:00-00:00:00 Thu: 05:30:00-00:00:00 Fri: 05:30:00-00:00:00 Sat: 05:30:00-00:00:00 Sun: 05:30:00-00:00:00","Wireless Hotspot",40.73703,-73.99055,0,"",""
7.542e+10,"Stony Brook University-Long Is","Student Activities Center","","","Stony Brook","NY","11794","631-632-6529","Mon: 08:30:00-22:00:00 Tue: 08:30:00-22:00:00 Wed: 08:30:00-22:00:00 Thu: 08:30:00-22:00:00 Fri: 08:30:00-22:00:00 Sat: 12:00:00-22:00:00 Sun: 12:00:00-22:00:00","Wireless Hotspot",40.91478,-73.12376,0,"",""
75433408,"Roslyn Heights","373 Willis Avenue","CVS Plaza","","Roslyn Heights","NY","11577-2321","516-625-7390","Mon: 06:00:00-22:30:00 Tue: 06:00:00-22:30:00 Wed: 06:00:00-22:30:00 Thu: 06:00:00-22:30:00 Fri: 06:00:00-23:00:00 Sat: 06:00:00-23:00:00 Sun: 07:00:00-22:00:00","Wireless Hotspot",40.78027,-73.65025,0,"",""
7.546e+10,"University of Rochester","University of Rochester 201 Wilson Commo","","","Rochester","NY","14627","585-276-4070","Mon: 07:30:00-00:30:00 Tue: 07:30:00-00:30:00 Wed: 07:30:00-00:30:00 Thu: 07:30:00-00:30:00 Fri: 07:30:00-00:30:00 Sat: 10:00:00-00:30:00 Sun: 10:00:00-00:30:00","Wireless Hotspot",43.12898,-77.62971,0,"",""
7.547e+08,"Sheridan Square (72 Grove Street)","72 Grove Street","","","New York","NY","10014-3557","646-486-2216","Mon: 05:30:00-23:30:00 Tue: 05:30:00-23:30:00 Wed: 05:30:00-23:30:00 Thu: 05:30:00-23:30:00 Fri: 05:30:00-00:30:00 Sat: 06:00:00-00:30:00 Sun: 06:00:00-23:30:00","Wireless Hotspot",40.73318,-74.00293,0,"",""
7.549e+10,"Limited Brands-NYC","1740 Broadway","","","New York","NY","10019-4315","","Mon: 07:00:00-16:00:00 Tue: 07:00:00-16:00:00 Wed: 07:00:00-16:00:00 Thu: 07:00:00-16:00:00 Fri: 07:00:00-16:00:00 Sat: 00:00:00-00:00:00 Sun: 00:00:00-00:00:00","",40.76522,-73.98203,0,"",""
7.555e+08,"Astoria/Ditmars","22-04 31st Street","","","Astoria","NY","11105-2714","718-626-6004","Mon: 05:30:00-23:00:00 Tue: 05:30:00-23:00:00 Wed: 05:30:00-23:00:00 Thu: 05:30:00-23:00:00 Fri: 05:30:00-23:00:00 Sat: 05:30:00-23:00:00 Sun: 05:30:00-23:00:00","Wireless Hotspot",40.77614,-73.911,0,"",""
7.557e+08,"50th & Second","943 Second Avenue","","","New York","NY","10022-7744","212-715-0752","Mon: 05:30:00-21:30:00 Tue: 05:30:00-21:30:00 Wed: 05:30:00-21:30:00 Thu: 05:30:00-21:30:00 Fri: 05:30:00-21:30:00 Sat: 06:00:00-22:00:00 Sun: 06:30:00-21:30:00","Wireless Hotspot",40.75504,-73.96861,0,"",""
7.558e+08,"96th & Madison","1378 Madison Avenue","","","New York","NY","10128-0712","212-534-7225","Mon: 05:30:00-22:30:00 Tue: 05:30:00-22:30:00 Wed: 05:30:00-22:30:00 Thu: 05:30:00-22:30:00 Fri: 05:30:00-22:30:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-22:00:00","Wireless Hotspot",40.78714,-73.95448,0,"",""
7.559e+09,"Marriott Marquis-Lobby","1535 Broadway","","","New York","NY","10036-4098","212-398-1900","Mon: 06:00:00-22:00:00 Tue: 06:00:00-22:00:00 Wed: 06:00:00-22:00:00 Thu: 06:00:00-22:00:00 Fri: 06:00:00-22:00:00 Sat: 06:00:00-22:00:00 Sun: 06:00:00-22:00:00","",40.75799,-73.98563,0,"",""
75596652,"Whitestone","138-11 20th Avenue","Triangle Plaza One","","Whitestone","NY","11356-2451","718-539-4072","Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:30:00 Sat: 06:30:00-22:30:00 Sun: 06:30:00-22:00:00","Wireless Hotspot",40.78202,-73.82987,0,"",""
7.560e+08,"Broadway and Barclay (Woolworth)","233 Broadway","","","New York","NY","10279-0001","212-619-1529","Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-22:00:00 Sat: 07:00:00-21:00:00 Sun: 07:00:00-21:00:00","Wireless Hotspot",40.71233,-74.00795,0,"",""
7.566e+08,"Broadway & Reade","291 Broadway","","","New York","NY","10007-1814","212 406 5310","Mon: 05:30:00-20:30:00 Tue: 05:30:00-20:30:00 Wed: 05:30:00-20:30:00 Thu: 05:30:00-20:30:00 Fri: 05:30:00-20:30:00 Sat: 07:00:00-19:00:00 Sun: 07:30:00-19:00:00","Wireless Hotspot",40.71486,-74.00576,0,"",""
7.567e+08,"Steinway Street","31-44 Steinway Street","","","Astoria","NY","11103-3911","718-274-5700","Mon: 05:30:00-22:00:00 Tue: 05:30:00-22:00:00 Wed: 05:30:00-22:00:00 Thu: 05:30:00-22:00:00 Fri: 05:30:00-23:00:00 Sat: 06:30:00-23:00:00 Sun: 07:00:00-22:00:00","Wireless Hotspot",40.76023,-73.91822,0,"",""
7.571e+09,"NY Thruway Pattersonville Trav","Milepost 168 W","","","Pattersonville","NY","12137","","Mon: 06:00:00-21:00:00 Tue: 06:00:00-21:00:00 Wed: 06:00:00-21:00:00 Thu: 06:00:00-21:00:00 Fri: 06:00:00-22:00:00 Sat: 06:00:00-21:00:00 Sun: 06:00:00-22:00:00","Wireless Hotspot",42.855,-74.1258,0,"",""
